Employee Code,Gender,Location,Designation,Qualification,Married,Age,Left,Reason,No of Yrs in Org,Total yrs of Exp,Sourcing Channel,Avg rating last 2yrs,Avg rating this yrs,No of Promotions,Satisfaction compensation,Satisfaction benefits,Satisfaction work life balance,Satisfaction learning opportunity,Satisfaction,Hygiene seating arrangement,Hygiene egronomics,Hygiene infrastructure,Sentiment existing processes,Sentiment recently launched policies,Team performanc goal orientation,Team performanc timely delivery,Team performanc managers interpersonal issues ,Transparency channels of feedback,Transparency communication across peers,Transparency communiction with superior,Transparency newly rolled out process,Challenging organizational environment,Curiosity or Skill-will,Control,Competitive  organizational environment,Appropriate recognition,Co-operative environment,Engagement score external,Engagement score Internal,Engagement,Retention case,Avoidable vs Unavoidable (attrition),Rehire in future,Sentiment towards org
E417,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,0.7,3.2,Campus,NJ-16,NJ-16,0,5,5,3,4,4.3,5,4,5,2,3,5,2,2,5,2,2,2,5,4,2,4,3,3,3.54,3.45,3.50,,,,
E418,Male,Bangalore,RM1,BBA,NO,24,1,,0,0,Walk in,NJ-16,NJ-16,0,1,4,4,1,2.5,5,4,4,4,5,4,3,3,4,4,3,2,4,4,4,5,4,2,3.38,3.83,3.61,,,,
E419,Male,NCR,RM3,PGDM/MBA_Mkt,YES,30,1,,0.9,10.5,Walk in,NJ-16,NJ-16,0,2,4,5,4,3.8,4,4,4,3,4,4,5,2,2,3,2,4,4,3,5,4,3,3,3.51,3.67,3.59,,,,
E420,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,27,1,,1.9,4.5,Walk in,NJ-15,3.86,0,1,3,2,3,2.3,2,5,4,4,4,4,4,3,2,4,1,2,4,4,2,5,2,4,2.96,3.50,3.23,,,,
E421,Male,Chennai ,RM2,PGDM/MBA_Mkt,YES,25,0,Location,0,2.9,Walk in,NJ-16,NJ-16,0,3,4,2,4,3.3,1,1,4,3,4,5,2,4,3,3,1,2,5,2,3,3,1,3,2.90,2.83,2.87,NO,NA,NO,1
E422,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,1,,0,5.2,Online,NJ-16,NJ-16,0,5,5,2,3,3.8,3,3,5,4,4,2,1,2,4,4,1,3,5,4,4,5,5,1,3.22,4.00,3.61,,,,
E423,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,25,1,,1.2,12.5,IJP,NJ-15,3.14,0,2,5,2,2,2.8,5,5,5,4,4,5,3,2,4,4,2,2,3,5,2,5,2,5,3.46,3.67,3.56,,,,
E424,Male,NCR,RM1,PGDM/MBA_Mkt,YES,25,1,,0,3.1,Reference,NJ-16,NJ-16,0,5,5,5,4,4.8,5,2,4,2,4,3,3,2,3,2,3,4,4,5,4,5,2,4,3.57,4.00,3.79,,,,
E425,Female,NCR,RM3,PGDM/MBA_Mkt,YES,28,1,,1.7,13.2,Campus,NJ-15,3.91,0,5,4,3,4,4.0,3,5,4,5,4,4,2,4,2,5,3,2,4,3,2,3,4,4,3.65,3.33,3.49,,,,
E426,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,23,1,,0.5,2.9,Reference,NJ-16,NJ-16,0,4,4,4,4,4.0,2,4,4,5,3,3,4,2,2,5,4,4,4,3,2,2,3,4,3.59,3.00,3.30,,,,
E427,Female,NCR,RM1,PGDM/MBA_Mkt,YES,27,0,Better Prospects,3.1,3.9,Agency,4.1,NA,0,3,4,1,4,3.0,4,4,4,5,3,5,3,3,3,5,1,2,5,4,1,4,1,4,3.35,3.17,3.26,NO,NA,NO,3
E428,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,24,1,,3,3.6,Agency,4.1,3.98,0,3,4,4,2,3.3,3,4,4,3,4,4,1,3,3,3,4,4,4,4,4,4,1,4,3.31,3.50,3.40,,,,2
E429,Female,Mumbai,RM1,PGDM/MBA_Mkt,YES,25,1,,2.8,4.2,Campus,4.3,3.54,0,2,4,4,2,3.0,4,4,4,2,4,4,2,4,4,2,4,5,5,3,3,4,2,5,3.41,3.67,3.54,,,,1
E430,Male,Chennai ,RM4,PGDM/MBA_Mkt,YES,27,1,,1.1,24.1,Online,NJ-15,4.00,0,3,5,3,3,3.5,4,5,5,4,4,4,1,2,1,4,3,3,4,3,1,4,4,5,3.38,3.50,3.44,,,,2
E431,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,1.4,3.6,Campus,NJ-15,3.61,0,2,4,2,2,2.5,2,2,4,2,1,4,4,2,1,2,3,1,5,5,4,4,2,5,2.38,4.08,3.23,,,,2
E432,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,29,1,,2.9,14.2,Walk in,4.2,4.17,0,4,3,1,4,3.0,4,3,4,4,2,5,5,4,4,4,2,3,5,3,4,5,4,4,3.47,4.17,3.82,,,,3
E433,Male,NCR,RM3,PGDM/MBA_Mkt,YES,29,1,,3.4,10.4,Walk in,4.1,3.63,0,2,5,2,2,2.8,4,2,5,4,3,2,3,1,4,4,5,1,4,4,4,5,5,5,3.04,4.50,3.77,,,,2
E434,Male,Chennai,RM1,BBA,YES,25,1,,0,0,Walk in,NJ-16,NJ-16,0,4,4,3,5,4.0,4,4,4,4,1,5,2,1,3,4,2,2,4,2,4,4,2,3,3.24,3.17,3.20,,,,1
E435,Male,NCR,RM1,PGDM/MBA_Mkt,NO,24,1,,2.9,3.9,Campus,3.1,3.65,0,4,4,4,5,4.3,1,2,4,3,2,4,4,3,4,3,3,3,4,4,3,5,3,4,3.37,3.83,3.60,,,,4
E436,Female,Bangalore,RM3,PGDM/MBA_Mkt,YES,28,1,,0.4,14.2,Online,NJ-16,NJ-16,0,1,5,3,4,3.1,4,3,5,4,4,4,5,2,3,4,5,2,4,3,4,4,2,3,3.57,3.33,3.45,,,,1
E437,Male,Mumbai,RM2,PGDM/MBA_Mkt,NO,24,1,,4,5.9,Online,4.3,3.56,1,5,4,2,4,3.8,3,5,5,5,5,1,4,4,2,5,4,3,4,4,3,5,4,4,3.75,4.00,3.88,,,,2
E438,Female,Chennai ,RM2,PGDM/MBA_Mkt,YES,32,1,,4.1,2.9,Online,4.4,3.57,2,5,4,1,4,3.4,4,2,5,4,2,5,4,4,3,4,2,4,4,3,1,4,3,4,3.53,3.17,3.35,,,,4
E439,Male,Chennai,RM1,PGDM/MBA_Mkt,YES,28,0,Location,1.9,3.2,Walk in,NJ-15,NA,0,1,5,5,4,3.7,3,1,4,3,3,4,2,3,2,3,1,2,4,4,4,5,4,4,2.90,4.17,3.53,NO,NA,NO,2
E440,Female,NCR,RM3,PGDM/MBA_Mkt,YES,30,1,,2.8,12.5,IJP,4.1,3.96,0,4,4,3,4,3.8,2,5,4,4,4,4,1,3,5,4,4,2,4,4,4,3,4,3,3.57,3.67,3.62,,,,3
E441,Male,Mumbai,RM4,PGDM/MBA_Mkt,NO,24,1,,1.6,23.5,Campus,NJ-15,3.57,0,4,4,4,4,4.0,4,2,5,4,2,1,3,3,3,4,3,2,4,2,4,3,2,3,3.29,3.00,3.15,,,,3
E442,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,1,,0.9,3.7,Online,NJ-16,NJ-16,0,5,4,4,4,4.3,4,2,4,4,3,3,3,2,3,4,2,4,4,5,4,5,4,5,3.49,4.42,3.95,,,,2
E443,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,25,1,,0.3,3.9,Walk in,NJ-16,NJ-16,0,4,5,5,3,4.3,4,3,4,3,2,3,2,2,1,3,4,2,4,5,3,3,4,4,3.14,3.78,3.46,,,,2
E444,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,23,1,,1.6,4.2,Campus,NJ-15,3.56,0,4,5,4,3,4.0,4,4,4,5,1,4,4,3,4,5,3,3,4,5,2,5,4,5,3.76,4.17,3.97,,,,2
E445,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,30,1,,2.4,13.2,Online,4.0,3.65,0,1,4,5,4,3.5,2,4,5,4,3,2,1,4,2,4,1,3,4,3,1,4,1,3,3.09,2.67,2.88,,,,4
E446,Female,Mumbai,RM1,PGDM/MBA_Mkt,YES,25,1,,2.9,4.2,Agency,3.8,3.98,0,5,4,5,4,4.5,2,3,5,4,3,3,3,4,5,4,2,4,5,2,3,4,4,3,3.79,3.50,3.65,,,,4
E447,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,3.5,4.7,Online,4.0,3.57,0,5,4,4,4,4.3,3,2,4,4,5,1,4,5,3,4,1,2,5,4,4,4,3,5,3.49,4.17,3.83,,,,3
E448,Female,Mumbai,RM3,PGDM/MBA_Mkt,YES,24,1,,4.3,14.2,Campus,4.15,NA,1,3,4,3,3,3.3,2,4,5,5,4,4,1,4,2,5,4,2,4,2,4,5,4,5,3.37,4.00,3.68,,,,4
E449,Female,NCR,RM1,PGDM/MBA_Mkt,YES,27,0,Higher Education,4.4,4.4,Agency,4.3,NA,1,5,5,5,2,4.3,4,5,5,3,4,4,3,4,5,3,5,4,4,4,2,5,2,5,4.13,3.67,3.90,YES,A,,2
E450,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,25,1,,4.5,10.1,Online,4.3,3.65,1,2,4,3,1,2.5,2,2,5,3,4,3,3,4,5,3,3,1,4,4,5,5,3,4,2.97,4.17,3.57,,,,1
E451,Female,Chennai ,RM2,PGDM/MBA_Mkt,YES,29,1,,0,3.9,IJP,NJ-16,NJ-16,0,2,4,5,5,4.0,5,5,5,4,5,1,1,2,1,4,2,1,4,4,2,3,2,2,3.29,2.75,3.02,,,,3
E452,Female,Bangalore,RM4,PGDM/MBA_Mkt,YES,32,1,,0.8,20.7,IJP,NJ-16,NJ-16,0,5,4,4,4,4.3,5,4,5,4,1,2,3,4,1,4,4,3,4,3,4,5,4,4,3.60,4.00,3.80,,,,4
E453,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,24,1,,0.3,3.2,Agency,NJ-16,NJ-16,0,4,4,4,2,3.5,4,3,4,3,5,4,3,3,3,3,5,2,4,4,3,3,2,2,3.50,3.00,3.25,,,,3
E454,Male,NCR,RM2,PGDM/MBA_Mkt,NO,25,1,,4.6,5.9,Agency,4.3,3.91,1,4,4,2,4,3.5,4,4,4,2,4,2,2,3,3,2,4,4,4,5,2,5,2,5,3.26,3.75,3.51,,,,1
E455,Male,Chennai,RM1,PGDM/MBA_Mkt,YES,29,1,,1.9,3.2,Walk in,NJ-15,3.94,0,2,4,5,4,3.8,4,5,4,5,4,5,2,4,2,5,4,4,4,4,4,4,2,4,3.89,3.67,3.78,,,,2
E456,Female,Mumbai,RM3,PGDM/MBA_Mkt,NO,24,1,,5.7,10.9,Reference,3.8,3.28,1,3,5,2,2,3.0,4,4,5,5,4,2,3,1,1,4,2,3,5,3,1,5,5,1,3.09,3.33,3.21,,,,1
E457,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,28,1,,4.9,6.2,Online,4.4,3.76,1,5,5,3,4,4.3,4,4,4,3,5,4,1,3,3,3,1,3,4,4,3,3,5,5,3.49,4.00,3.74,,,,1
E458,Male,Chennai,RM1,BBA,NO,24,1,,0,0,Campus,NJ-16,NJ-16,0,4,4,2,4,3.5,4,4,4,3,5,1,4,2,4,3,3,3,5,4,5,4,4,4,3.38,4.33,3.86,,,,2
E459,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,28,1,,2.3,12.3,Walk in,3.7,3.65,0,5,4,4,4,4.3,4,3,4,4,4,2,2,4,5,4,3,2,4,4,3,5,4,5,3.66,4.17,3.91,,,,3
E460,Female,Chennai,RM3,PGDM/MBA_Mkt,YES,28,1,,1.7,10.8,Walk in,NJ-15,3.59,0,4,4,2,2,3.0,3,4,4,3,4,4,4,2,2,3,2,2,5,3,4,5,5,4,3.06,4.27,3.66,,,,2
E461,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,4.5,6.8,Reference,4.2,3.57,1,2,5,1,4,3.0,3,4,4,4,5,2,3,1,1,4,4,3,4,5,3,5,4,5,3.12,4.33,3.73,,,,1
E462,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,24,1,,0,14,Reference,NJ-16,NJ-16,0,4,4,5,4,4.3,4,4,4,5,5,1,3,5,4,5,1,4,4,4,2,5,4,4,3.84,3.83,3.84,,,,1
E463,Female,Mumbai,RM3,PGDM/MBA_Mkt,NO,25,1,,2.3,12.5,IJP,3.9,4.22,0,5,3,4,5,4.3,4,4,4,2,5,3,1,2,1,2,3,4,4,4,1,4,4,5,3.31,3.67,3.49,,,,2
E464,Male,Mumbai,RM2,PGDM/MBA_Mkt,YES,25,1,,4.3,7.9,Agency,4.2,3.84,1,4,4,4,3,3.8,4,4,4,4,5,2,3,2,3,4,4,5,4,4,4,3,4,5,3.69,4.00,3.85,,,,3
E465,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,27,1,,2.9,4.6,Campus,4.0,3.56,0,4,3,1,3,2.8,3,2,4,4,5,1,2,4,4,4,1,4,4,5,5,5,4,5,3.04,4.58,3.81,,,,1
E466,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,23,1,,3.9,10.9,Reference,4.2,4.06,0,1,5,2,3,2.8,2,2,4,4,3,5,3,2,2,4,3,4,4,2,4,5,5,5,3.04,4.17,3.61,,,,1
E467,Female,NCR,RM1,PGDM/MBA_Mkt,NO,25,1,,2.1,3.7,IJP,3.8,3.94,0,3,5,4,4,4.0,1,4,4,3,2,2,3,4,4,3,3,4,4,3,4,4,4,4,3.40,3.83,3.62,,,,2
E468,Female,Bangalore,RM4,PGDM/MBA_Mkt,YES,24,1,,4.2,17.5,Reference,4.2,4.00,2,4,5,2,1,3.0,5,3,5,3,4,4,1,4,1,3,1,2,5,4,3,4,5,4,3.00,4.17,3.58,,,,1
E469,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,5.4,7.2,Reference,4.2,3.87,1,3,4,1,5,3.3,4,4,5,4,4,3,4,4,4,4,3,4,4,4,5,4,1,4,3.72,3.67,3.69,,,,3
E470,Female,Chennai,RM3,PGDM/MBA_Mkt,YES,25,1,,5,9,Reference,4.2,4.17,1,3,4,4,2,3.3,2,1,4,3,4,1,3,3,2,3,3,3,4,3,4,4,3,4,2.84,3.67,3.25,,,,2
E471,Male,Mumbai,RM1,PGDM/MBA_Mkt,YES,29,1,,0,4.2,Campus,NJ-16,NJ-16,0,3,5,4,3,3.8,4,3,4,4,4,4,5,4,5,4,2,3,4,2,5,4,3,2,3.81,3.33,3.57,,,,1
E472,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,25,1,,2.3,4.3,Walk in,4.0,3.98,0,4,4,4,5,4.3,4,1,5,5,1,2,5,3,3,5,2,4,5,5,4,4,2,5,3.54,4.12,3.83,,,,1
E473,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,28,1,,2.2,5.3,Campus,3.7,3.57,0,4,5,3,4,4.0,2,4,5,4,4,3,5,4,1,4,3,1,5,5,4,4,3,4,3.53,4.08,3.81,,,,1
E474,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,23,1,,2.7,12.6,Agency,3.9,3.65,0,4,5,4,5,4.5,4,2,4,4,4,5,3,4,1,4,1,3,4,3,4,5,4,4,3.62,4.00,3.81,,,,2
E475,Female,NCR,RM1,PGDM/MBA_Mkt,YES,25,1,,0.8,3.1,IJP,NJ-16,NJ-16,0,1,4,4,4,3.3,4,3,4,4,4,1,3,4,4,4,4,2,4,3,5,4,4,4,3.37,4.00,3.68,,,,2
E476,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,1,,3.7,4.2,Campus,4.1,4.17,0,5,4,4,5,4.5,4,1,4,4,2,1,3,3,4,4,2,4,3,4,4,3,3,4,3.44,3.50,3.47,,,,2
E477,Male,Bangalore,RM4,PGDM/MBA_Mkt,YES,25,1,,4.8,18.2,Online,4.4,3.43,2,4,5,1,2,3.0,2,4,4,2,5,4,5,2,4,4,4,2,5,5,2,3,4,4,3.35,3.83,3.59,,,,1
E478,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,32,1,Better Prospects,3,3,Agency,4.2,3.98,0,5,5,4,5,4.8,4,2,5,5,3,3,2,2,4,5,3,1,3,4,4,5,4,4,3.69,4.00,3.85,,,,1
E479,Female,Bangalore,RM3,PGDM/MBA_Mkt,NO,28,1,,2.8,14.3,IJP,4.2,4.17,0,4,4,4,5,4.3,4,5,4,5,2,1,5,2,3,5,3,5,5,5,5,4,4,5,3.78,4.58,4.18,,,,1
E480,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,25,1,,2.4,2.7,Agency,4.2,3.94,0,3,5,3,4,3.8,5,2,5,5,4,3,3,3,3,5,1,2,5,2,3,5,4,5,3.51,4.00,3.76,,,,1
E481,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,30,1,,4.3,5.3,Reference,4.3,4.07,1,3,5,4,4,4.0,3,2,4,5,4,3,3,3,4,5,3,2,4,4,4,4,1,4,3.59,3.50,3.54,,,,1
E482,Female,Mumbai,RM3,PGDM/MBA_Mkt,NO,27,1,,4.5,10,Walk in,4.3,4.17,1,4,5,4,4,4.3,3,4,5,3,4,1,2,3,3,3,2,4,5,4,2,5,5,4,3.45,4.17,3.81,,,,2
E483,Female,Mumbai,RM2,PGDM/MBA_Mkt,NO,26,1,,5.7,6.2,Walk in,4.1,3.57,1,4,5,2,5,4.0,3,2,4,4,4,3,1,3,2,4,3,2,4,4,1,3,3,3,3.24,3.00,3.12,,,,2
E484,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,30,1,,2.3,5.2,Walk in,3.8,3.56,0,2,5,2,2,2.8,4,2,4,5,1,2,3,3,2,5,3,4,5,3,4,3,5,3,2.99,3.90,3.44,,,,2
E485,Female,Chennai ,RM2,PGDM/MBA_Mkt,NO,28,1,,1.7,4.9,Online,NJ-15,3.85,0,4,5,4,5,4.5,1,1,4,4,2,1,4,4,1,4,1,4,5,3,2,4,4,4,3.15,3.67,3.41,,,,4
E486,Female,Bangalore,RM1,PGDM/MBA_Mkt,NO,24,1,,0,2.1,Online,NJ-16,NJ-16,0,4,5,4,4,4.3,5,2,4,5,1,1,5,2,4,5,4,4,4,4,4,4,3,3,3.69,3.67,3.68,,,,1
E487,Female,Bangalore,RM4,PGDM/MBA_Mkt,NO,22,1,,2.3,21.6,Campus,4.2,3.93,0,5,4,2,4,3.8,2,5,4,5,1,5,3,1,2,5,3,3,4,3,3,4,2,3,3.34,3.17,3.25,,,,2
E488,Female,Mumbai,RM1,PGDM/MBA_Mkt,NO,28,1,,3.9,5.2,IJP,3.8,3.61,0,5,5,2,4,4.0,3,4,4,4,4,2,2,2,5,4,5,4,4,4,2,4,4,4,3.65,3.67,3.66,,,,1
E489,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,28,1,,5,12.1,Walk in,4.0,3.65,1,4,4,2,5,3.8,4,3,5,4,3,1,1,5,4,4,5,3,5,5,2,4,3,5,3.51,3.92,3.72,,,,2
E490,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,28,1,,2.7,5.3,Reference,4.0,3.56,0,2,4,4,1,2.8,5,4,4,2,1,3,2,2,2,2,5,4,4,4,2,4,2,5,2.93,3.50,3.21,,,,1
E491,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,26,1,,1.7,5.8,Campus,NJ-15,3.61,0,3,5,4,5,4.3,5,4,4,3,2,1,3,2,4,3,3,4,4,4,5,4,1,4,3.49,3.67,3.58,,,,2
E492,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,29,1,,3.9,10.7,IJP,3.8,3.48,0,4,4,3,5,4.0,5,5,4,4,4,4,5,4,5,4,3,4,4,5,2,4,1,4,4.20,3.28,3.74,,,,1
E493,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,26,1,,2.9,6.4,Campus,4.1,4.17,0,4,5,4,4,4.3,4,4,5,4,4,2,4,2,2,4,3,3,5,4,1,4,4,4,3.67,3.67,3.67,,,,4
E494,Male,NCR,RM3,PGDM/MBA_Mkt,NO,25,1,,2.9,13.4,Reference,4.4,3.98,0,2,4,3,5,3.5,5,4,4,5,4,1,3,2,2,5,3,2,4,2,3,3,2,5,3.38,3.11,3.25,,,,2
E495,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,23,1,,2.6,14.9,Reference,4.0,3.65,0,5,5,4,5,4.8,4,3,5,4,4,2,4,3,1,4,2,2,3,5,2,4,2,4,3.61,3.39,3.50,,,,2
E496,Female,Bangalore,RM4,PGDM/MBA_Mkt,NO,24,1,,3.7,23.7,Agency,4.1,4.72,0,4,4,5,5,4.5,4,3,4,5,4,4,2,4,4,4,5,2,4,5,4,5,4,5,3.97,4.42,4.19,,,,1
E497,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,31,1,,3.3,6.3,IJP,4.1,3.56,0,2,5,4,3,3.5,4,4,4,2,4,4,4,4,2,2,3,3,3,5,4,4,3,4,3.38,3.83,3.61,,,,1
E498,Female,Mumbai,RM2,PGDM/MBA_Mkt,YES,30,1,,2.9,5.9,Reference,4.0,3.56,0,4,4,4,4,4.0,4,4,4,5,2,1,3,3,2,5,3,3,5,5,4,3,4,4,3.41,4.11,3.76,,,,3
E499,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,30,1,,5.6,12.7,Agency,4.3,4.17,1,4,4,4,2,3.5,4,4,4,3,2,4,3,1,4,2,2,3,5,3,4,5,4,4,3.15,4.20,3.67,,,,
E500,Male,NCR,RM2,PGDM/MBA_Mkt,NO,34,1,,3.7,6.3,Walk in,4.1,3.57,0,3,4,3,4,3.5,5,1,4,4,4,4,4,2,5,2,1,3,4,4,1,5,2,5,3.32,3.42,3.37,,,,
E501,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,34,1,,7.7,13,Campus,4.5,3.65,1,3,4,4,4,3.8,4,5,4,5,5,1,4,4,4,4,3,3,3,5,4,5,4,4,3.78,4.08,3.93,,,,
E502,Male,Bangalore,RM1,BBA,YES,28,1,,0.2,1.7,Agency,NJ-16,NJ-16,0,4,4,4,4,4.0,5,3,5,4,2,5,4,2,3,3,4,4,4,4,4,5,4,3,3.76,4.00,3.88,,,,
E503,Male,Mumbai,RM3,MBA(Tier 1) ,YES,32,1,,0,9,IJP,NJ-16,NJ-16,0,3,4,4,4,3.8,1,5,5,3,3,4,4,5,2,4,5,2,5,5,4,5,4,3,3.63,4.26,3.94,,,,
E504,Male,Mumbai,RM2,PGDM/MBA_Mkt,YES,31,1,,4.3,5.7,Reference,4.3,3.86,1,5,4,4,5,4.5,5,4,4,4,4,4,3,2,4,4,3,1,4,5,2,5,1,4,3.79,3.36,3.58,,,,
E505,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,30,1,,2.8,5.3,IJP,4.1,3.98,0,4,4,4,5,4.3,4,3,5,4,2,1,4,4,2,2,2,2,4,4,5,5,4,4,3.31,4.14,3.72,,,,
E506,Female,NCR,RM1,PGDM/MBA_Mkt,YES,36,1,,0,3.2,Agency,NJ-16,NJ-16,0,4,4,3,4,3.8,4,2,4,4,3,3,3,2,1,4,1,5,4,4,1,5,3,3,3.22,3.31,3.26,,,,
E507,Male,Mumbai,RM4,PGDM/MBA_Mkt,YES,29,1,,4.2,19.6,IJP,4.6,3.89,2,4,4,3,5,4.0,1,4,4,3,2,3,4,4,3,4,2,2,3,2,5,5,5,4,3.27,4.00,3.64,,,,
E508,Female,Chennai ,RM2,PGDM/MBA_Mkt,NO,32,1,,3.1,4.9,Agency,4.0,4.17,0,4,5,4,4,4.3,5,4,4,5,1,4,4,3,3,4,3,2,4,3,4,5,4,4,3.72,4.00,3.86,,,,
E509,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,34,1,,3.1,12.7,Reference,4.1,4.67,0,5,4,4,5,4.5,5,3,5,4,3,5,4,3,2,3,5,4,4,5,3,5,4,1,4.03,3.61,3.82,,,,
E510,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,28,1,,4.1,6.2,Campus,4.3,3.56,1,2,4,4,4,3.5,1,4,4,4,3,3,5,3,3,4,1,2,4,4,1,5,1,4,3.21,3.07,3.14,,,,
E511,Male,NCR,RM3,PGDM/MBA_Mkt,YES,46,1,,3.8,10.3,Walk in,4.1,4.06,0,5,4,2,5,4.0,4,4,4,4,5,1,3,3,4,3,3,2,5,5,3,5,3,4,3.53,4.17,3.85,,,,
E512,Male,NCR,RM2,PGDM/MBA_Mkt,NO,27,1,,4.5,7.2,Online,4.4,3.86,1,3,4,3,2,3.0,4,5,5,5,4,4,4,4,4,5,1,3,3,4,2,5,4,4,3.68,3.58,3.63,,,,
E513,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,38,1,,0.6,2.5,Reference,NJ-16,NJ-16,0,5,4,2,4,3.8,5,5,4,2,4,2,4,2,3,4,2,2,5,4,3,4,2,4,3.40,3.61,3.50,,,,
E514,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,37,1,,0.8,3.5,Reference,NJ-16,NJ-16,0,5,4,2,4,3.8,4,4,5,3,4,3,4,2,3,4,4,4,4,2,3,4,4,4,3.69,3.50,3.60,,,,
E515,Male,Chennai ,RM2,PGDM/MBA_Mkt,YES,30,1,,3.7,4.9,Online,4.1,3.98,0,5,4,3,4,4.0,4,3,4,4,5,1,4,1,5,1,3,3,5,5,1,4,1,4,3.41,3.19,3.30,,,,
E516,Male,NCR,RM3,PGDM/MBA_Mkt,YES,35,1,,4.9,14.7,Agency,4.1,4.12,1,1,5,4,1,2.8,3,3,4,4,1,2,3,4,5,3,3,1,4,2,4,4,4,4,2.93,3.67,3.30,,,,
E517,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,31,1,,2.1,6.2,Walk in,3.7,3.56,0,2,5,5,4,4.0,5,4,4,3,5,4,5,4,4,4,4,2,5,2,3,4,2,3,4.00,3.17,3.58,,,,
E518,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,43,1,,5.5,13.7,Campus,4.1,4.61,1,5,5,2,4,4.0,5,4,4,2,4,5,4,4,4,4,4,4,4,5,2,4,5,2,4.00,3.67,3.83,,,,
E519,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,34,1,,1.7,6.7,Agency,NJ-15,4.66,0,4,4,5,4,4.3,5,2,4,5,4,5,4,5,5,4,4,2,3,4,5,4,3,4,4.11,3.81,3.96,,,,
E520,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,32,1,,1.7,2.8,Walk in,NJ-15,3.94,0,5,4,2,3,3.5,5,5,4,5,4,2,3,5,4,5,4,5,5,4,5,3,1,5,4.00,3.78,3.89,,,,
E521,Female,NCR,RM2,PGDM/MBA_Mkt,NO,26,1,,1.9,4.6,Campus,NJ-15,3.87,0,2,4,5,2,3.3,5,4,4,3,3,5,4,4,4,4,3,2,4,4,3,4,1,4,3.60,3.33,3.47,,,,
E522,Female,NCR,RM2,PGDM/MBA_Mkt,YES,38,1,,1.4,5.2,IJP,NJ-15,3.94,0,5,4,5,4,4.5,5,4,5,5,4,5,5,3,4,2,4,4,5,2,3,5,4,4,4.26,3.83,4.05,,,,
E523,Female,Mumbai,RM3,PGDM/MBA_Mkt,YES,33,0,Location,2.8,12.5,Agency,4.3,NA,0,2,4,4,2,3.0,4,5,4,4,3,4,4,2,4,5,2,3,5,3,3,4,4,4,3.47,3.83,3.65,YES,UA,,2
E524,Male,Mumbai,RM1,PGDM/MBA_Mkt,NO,32,0,Involuntary,2.4,4.4,Campus,4.3,NA,0,1,5,5,4,3.8,2,3,5,4,1,2,5,3,3,5,4,5,4,3,2,4,4,5,3.57,3.67,3.62,NO,NA,NO,1
